Rol;dvRol;Rut;Dv;Nombre;Calle;Numero;Aclara;Pat_cTIPOPATTE;InicioActividad;CasaMatriz;Giro;Provisoria;IngProvisoria;Vencimiento;EstadoLic;CODIGO SII;ACTIVIDAD SII;Monto_Patente;EstadoPago
783345;8;76410180;4;MUTUAL SEGURIDAD CAPACIT. S.A.;ALAMEDA L. BERNARDO OHIGGINS;194;OFICINA;COMERCIAL;06-12-2005;CASA MATRIZ ;OF.CAPACITAC.EXTERNA,SEGURIDAD;DEFINITIVA;06-12-2005;29-09-2015;VIGENTE;521900;VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIALIZADOS;131398;PAGADO
861824;0;76410180;4;MUTUAL SEGURIDAD CAPACIT. S.A.;AVENIDA PRESIDENTE BULNES;241;OFICINA;COMERCIAL;11-07-2013;SUCURSAL EN LA COMUNA ;OFICINA ADMINISTRATIVA DE SERVICIOS DE CAPACITACION EN SEGURIDAD E HIGIENE LABORAL;DEFINITIVA;30-09-2014;30-09-2015;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;131398;PAGADO
862108;K;76410234;7;ALMACEN MENTA Y LIMON  LIMITADA;Av. Manuel Rodriguez;649;LOCAL;COMERCIAL;26-09-2014;CASA MATRIZ ;ALMACEN CON EXP. CECINAS, PROD. LACTEOS, PASTELES,  EMPANADAS, MASAS DULCES, PAN DE FAB. AUTORIZADAS, ABARROTES, ALIM. CONGELADOS, BEBIDAS, CONFITES, HELADOS, ENCURTIDOS, FRUTOS DEL PAIS, HUEVOS, FRUTAS Y VERDURAS, TE Y CAFE EN TERMOS SELLA;DEFINITIVA;13-10-2014;13-10-2015;VIGENTE;521112;ALMACENES MEDIANOS (VENTA DE ALIMENTOS);69046;PAGADO
862964;1;76410235;5;SOCIEDAD COLECTIVA CIVIL DE RENTAS INDELMEX;ALMIRANTE LATORRE;617;LOCAL;COMERCIAL;20-11-2014;CASA MATRIZ ;OFICINA DE RENTAS DE CAPITALES MOBILIARIOS;DEFINITIVA;21-11-2014;21-05-2015;VIGENTE ;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;GIRADO
863553;6;76410268;1;CALIBRASYSTEM SPA;SAN ANTONIO;19;OFICINA;COMERCIAL;23-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE CALIBRACION DE EQUIPOS MEDICOS;DEFINITIVA;18-12-2014;29-09-2015;VIGENTE;331180;REPARACIÓN DE EQUIPO MÉDICO Y QUIRÚRGICO, Y DE APARATOS ORTOPÉDICOS;69046;GIRADO
863595;1;76410319;K;UP LEARNING CAPACITACION LIMITADA;MONJITAS;527;OFICINA;COMERCIAL;23-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE CAPACITACIÓN;DEFINITIVA;19-12-2014;19-12-2015;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;69046;GIRADO
870005;2;76410325;4;TRANSPORTES LUIS RAFAEL HURTADO CARVAJAL EIRL;NUEVA YORK;53;OFICINA;COMERCIAL;23-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA TRANSPORTE DE  PASAJEROS;DEFINITIVA;30-09-2015;29-09-2016;VIGENTE;602190;OTROS TIPOS DE TRANSPORTE REGULAR DE PASAJEROS POR VÍA TERRESTRE N.C.P.;22293;PAGADO
870005;2;76410325;4;TRANSPORTES LUIS RAFAEL HURTADO CARVAJAL EIRL;NUEVA YORK;53;OFICINA;COMERCIAL;23-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA TRANSPORTE DE  PASAJEROS;DEFINITIVA;30-09-2015;29-09-2016;VIGENTE;602190;OTROS TIPOS DE TRANSPORTE REGULAR DE PASAJEROS POR VÍA TERRESTRE N.C.P.;22293;PAGADO
871007;4;76410361;0;GRUPO DE INVERSIONES ZHISHENG LIMITADA;SAZIE;2930;DEPTO;COMERCIAL;24-09-2014;CASA MATRIZ ;OFICINA ADMINSTRATIVA DE SOCIEDAD DE INVERSION;DEFINITIVA;30-10-2015;30-09-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;200503;GIRADO
871094;5;76410361;0;GRUPO DE INVERSIONES ZHISHENG LIMITADA;SAZIE;2930;DEPTO;COMERCIAL;24-09-2014;SUCURSAL EN LA COMUNA ;OFICINA DE ARRENDAMIENTO DE BIENES RAICES EXCEPTO AMOBLADOS;PROVISORIA;04-11-2015;03-05-2016;VIGENTE;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;76875;GIRADO
862151;9;76410384;K;AGRICOLA GANADERA Y FORESTAL LAS TORTOLAS LIMITADA;BANDERA;84;OFICINA;COMERCIAL;24-09-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE SOCIEDAD AGRICOLA, GANADERA;DEFINITIVA;15-10-2014;15-10-2015;VIGENTE;11112;CULTIVO DE MAIZ;0;GIRADO
873850;5;76410432;3;CENTRO DE ESTUDIOS DEL INCONSCIENTE LIMITADA;TENDERINI;26;DEPTO;COMERCIAL;24-09-2014;CASA MATRIZ ;CENTRO DE TERAPIAS ALTERNATIVAS, SIN PROCEDIMIENTO DE MAQUINAS;PROVISORIA;01-02-2016;31-01-2017;VIGENTE;919930;SERVICIOS DE INSTITUTOS DE ESTUDIOS, FUNDACIONES, CORPORACIONES DE DESARROLLO (EDUCACIÓN, SALUD);69046;PAGADO
865424;7;76410466;8;COMERCIALIZADORA JUAN RIOS ALVARADO EIRL;BASCUÑAN GUERRERO;79;LOCAL;COMERCIAL;25-09-2014;CASA MATRIZ ;VENTA DE PRENDAS DE VESTIR;DEFINITIVA;19-03-2015;18-03-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;69046;GIRADO
870311;6;76410469;2;RECUPERATE INVERSIONES LIMITADA;AGUSTINAS;1022;OFICINA;COMERCIAL;25-09-2014;CASA MATRIZ ;SERVICIOS JURIDICOS;DEFINITIVA;08-10-2015;07-10-2016;VIGENTE;741110;SERVICIOS JURÍDICOS;22293;GIRADO
870067;2;76410524;9;EMCRITIC CARE TRANSPORTE DE PACIENTES LTDA.;ALMIRANTE LATORRE;498;DEPTO;COMERCIAL;25-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA;DEFINITIVA;02-10-2015;01-10-2016;VIGENTE;851990;OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON LA SALUD HUMANA;30340;PAGADO
862020;2;76410598;2;GALERIA DE ARTE ORIGEN LIMITADA;CATEDRAL;1017;LOCAL;COMERCIAL;26-09-2014;CASA MATRIZ ;GALERIA DE ARTE;DEFINITIVA;08-10-2014;08-10-2015;VIGENTE;749961;GALERÍAS DE ARTE;69046;GIRADO
867524;4;76410601;6;ESTUDIOS GALVEZ SPA;PASAJE ADRIANA COUSIÑO;375;LOCAL;COMERCIAL;26-09-2014;CASA MATRIZ ;FOTOGRAFIA PUBLICITARIA;PROVISORIA;23-06-2015;22-06-2016;VIGENTE;749402;ACTIVIDADES DE FOTOGRAFÍA PUBLICITARIA;22293;GIRADO
863740;7;76410608;3;SOCIEDAD COMERCIAL BLAS Y BUENO LIMITADA;VICTORIA;354;LOCAL;COMERCIAL;26-09-2014;CASA MATRIZ ;ASADURIA DE AVE, ELABORACION Y EXPENDIO DE EMPAREDADOS CALIENTES, FRITURAS DE PAPAS, SOPAIPILLAS, EXPENDIO DE BEBIDAS ENV. DE FAB. AUTORIZADAS, EXPENDIO DE EMPANADAS DE FAB. AUTORIZADAS;DEFINITIVA;31-12-2014;31-12-2015;VIGENTE;552020;ESTABLECIMIENTOS DE COMIDA RÁPIDA (BARES, FUENTES DE SODA, GELATERÍAS, PIZZERÍAS Y SIMILARES);72980;PAGADO
870282;9;76410632;6;CORTAPESCUEZO SPA;SANTO DOMINGO;1364;DEPTO;COMERCIAL;26-09-2014;CASA MATRIZ ;OFICINA DE ACTIVIDADES RELATIVAS A PRODUCCION AUDIOVISUAL, EDICION DE VIDEOS;PROVISORIA;07-10-2015;06-04-2016;VIGENTE;921110;PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS;22293;GIRADO
861884;4;76410636;9;COMERCIALIZADORA XINGLONG LTDA;ALAMEDA L. BERNARDO OHIGGINS;1444;DEPTO;COMERCIAL;26-09-2014;CASA MATRIZ ;VENTA DE ARTICULOS PARA EL HOGAR;DEFINITIVA;01-10-2014;01-10-2015;VIGENTE;523390;VENTA AL POR MENOR DE APARATOS, ARTÍCULOS, EQUIPO DE USO DOMÉSTICO N.C.P.;72378;PAGADO
870690;5;76410645;8;MIRU SUSHI EIRL;AVENIDA PORTUGAL;660;LOCAL;COMERCIAL;26-09-2014;CASA MATRIZ ;ELABORACION DE EMPAREDADOS FRIOS Y CALIENTES;PROVISORIA;21-10-2015;20-10-2016;VIGENTE;552020;ESTABLECIMIENTOS DE COMIDA RÁPIDA (BARES, FUENTES DE SODA, GELATERÍAS, PIZZERÍAS Y SIMILARES);69046;PAGADO
862965;K;76410665;2;IMPORTADORA XSA LIMITADA;MERCED;832;LOCAL;COMERCIAL;24-09-2014;CASA MATRIZ ;VENTA ACCESORIOS DEPORTIVOS;DEFINITIVA;21-11-2014;21-11-2015;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;69046;GIRADO
870303;5;76410699;7;INVERSIONES MAR AZUL S.A.;MONEDA;1040;OFICINA;COMERCIAL;29-09-2014;CASA MATRIZ ;OFICINA DE SOCIEDAD DE INVERSIONES;DEFINITIVA;08-10-2015;07-10-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;50860;GIRADO
861854;2;76410707;1;GFM BROCHES CHILE SPA;AVENIDA DIEZ DE JULIO HUAMACHUCO;101;OFICINA;COMERCIAL;29-09-2014;CASA MATRIZ ;FERRETERIA Y MATERIALES DE CONSTRUCCION;DEFINITIVA;30-09-2014;30-09-2015;VIGENTE ;523410;VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA Y MATERIALES DE CONSTRUCCIÓN;69046;GIRADO
861855;0;76410708;K;COMERCIAL NAN MEI HON CHILE LIMITADA;SAN ALFONSO;382;OFICINA;COMERCIAL;29-09-2014;CASA MATRIZ ;VENTA DE PRENDAS DE VESTIR, ACCESORIOS Y ARTICULOS DEPORTIVOS;DEFINITIVA;30-09-2014;30-09-2015;VIGENTE;521300;GRANDES TIENDAS - VESTUARIO Y PRODUCTOS PARA EL HOGAR;69046;GIRADO
862410;0;76410718;7;SOCIEDAD ESCOBAR Y SALINAS LIMITADA;VERGARA;91;DEPTO;COMERCIAL;29-09-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE ASESORIAS ODONTOLOGICAS Y COMERCIO EXTERIOR;DEFINITIVA;27-10-2014;27-10-2015;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;GIRADO
870998;K;76410764;0;CONSTRUCTORA MORALES KLIP  LTDA;HUERFANOS;1160;OFICINA;COMERCIAL;29-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA;DEFINITIVA;29-10-2015;22-06-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;GIRADO
870391;4;76410781;0;ION POS S.A.;HUERFANOS;1160;OFICINA;COMERCIAL;30-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA IMPORT EXPO COMERCIALIZACION ARRENDAMIENTO DE EQUIPOS ELECTRONICO, SISTEMAS INFORMATICOS ASESORIA EMPRESARIAL;DEFINITIVA;09-10-2015;08-10-2016;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;22293;PAGADO
863114;K;76410783;7;SMART CONNECTION LIMITADA;HUERFANOS;1044;OFICINA;COMERCIAL;30-09-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE COMPRA, VENTA, DISTRIBUCION, IMPORTACION, EXPORTACION Y COMERCIALIZACION DE PRODUCTOS DE TELEFONIA MOVIL, AUDIO, IMAGEN Y TECNOLOGICOS;DEFINITIVA;28-11-2014;28-11-2015;VIGENTE;523310;VENTA AL POR MENOR DE ARTÍCULOS ELECTRODOMÉSTICOS Y ELECTRÓNICOS PARA EL HOGAR;30315;GIRADO
862034;2;76410812;4;JV COMERCIAL LIMITADA;HUERFANOS;1373;OFICINA;COMERCIAL;30-09-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE COMERCIALIZACION DE PRENDAS DE VESTIR, CAJAS DECORATIVAS Y ARTICULOS PARA MASCOTAS;DEFINITIVA;08-10-2014;08-10-2015;VIGENTE;523999;VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C.P.;22293;PAGADO
872081;9;76410893;0;ESTRUCTURAS MODULARES SPA;MONEDA;1160;PISO;COMERCIAL;01-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ARRIENDO DE CARPAS Y ESTRUCTURAS;DEFINITIVA;10-12-2015;08-10-2016;VIGENTE;712900;ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS N.C.P.;373399;PAGADO
871532;7;76410902;3;IMPORT Y EXPORT J.R.A. EIRL;CONFERENCIA;140;LOCAL;COMERCIAL;01-10-2014;CASA MATRIZ ;BAZAR PAQUETERIA IMPORTACION Y EXPORTACION DE JUGUETES, PRENDAS DE VESTIR;DEFINITIVA;18-11-2015;28-11-2015;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;86959;GIRADO
871534;3;76410902;3;IMPORT Y EXPORT J.R.A. EIRL;SAZIE;2733;PISO;COMERCIAL;30-03-2015;SUCURSAL EN LA COMUNA ;BAZAR, PAQUETERIA, IMPORTACION , EXPORTACION DE JUGUETES Y PRENDAS DE VESTIR;DEFINITIVA;18-11-2015;08-10-2015;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;66856;GIRADO
870372;8;76410968;6;INMOBILIARIO ZELENO SPA;MATIAS COUSIÑO;150;OFICINA;COMERCIAL;01-10-2014;CASA MATRIZ ;OFICINA DE CORRETAJE DE PROPIEDADES;DEFINITIVA;09-10-2015;08-10-2016;VIGENTE;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;69046;PAGADO
859184;9;76411012;9;SERVICIOS GASTRONOMICOS MAISI  SPA;EJERCITO;333;PISO;COMERCIAL;29-04-2013;SUCURSAL EN LA COMUNA ;SERVICIOS DE ALIMENTACION;DEFINITIVA;23-05-2014;21-07-2014;VIGENTE ;552090;SERVICIOS DE OTROS ESTABLECIMIENTOS QUE EXPENDEN COMIDAS Y BEBIDAS;64877;PAGADO
860070;8;76411012;9;SERVICIOS GASTRONOMICOS MAISI  SPA;AVENIDA MANUEL RODRIGUEZ SUR;253;PISO;COMERCIAL;30-04-2013;SUCURSAL EN OTRA COMUNA ;SERVICIOS DE ALIMENTACION;DEFINITIVA;18-07-2014;18-07-2015;VIGENTE;552020;ESTABLECIMIENTOS DE COMIDA RÁPIDA (BARES, FUENTES DE SODA, GELATERÍAS, PIZZERÍAS Y SIMILARES);59699;PAGADO
870908;4;76411075;7;PLANOGRAM SOLUTIONS SPA;FANOR VELASCO;15;OFICINA;COMERCIAL;02-10-2014;CASA MATRIZ ;ASESORIAS PROFESIONALES EN MATERIA DE GESTION EMPRESARIAL E INFORMATICA;DEFINITIVA;27-10-2015;26-10-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;69046;GIRADO
659581;2;76411108;7;COMERCIAL MARIANELA CAROCA RUBIO EIRL.;ROSAS;2697;OFICINA;COMERCIAL;03-10-2014;SUCURSAL EN LA COMUNA ;ALMACEN, FRUTAS, VERDURAS, CECINAS, BAZAR, VENTAS DE ARTICULOS ESCOLARES, DVD, JIGUETES Y FOTOCOPIAS;DEFINITIVA;28-06-1996;21-07-2014;VIGENTE;521120;ALMACENES PEQUENOS (VENTA DE ALIMENTOS);5574;PAGADO
855212;6;76411108;7;COMERCIAL MARIANELA CAROCA RUBIO EIRL.;SANTO DOMINGO;2478;LOCAL;COMERCIAL;03-10-2014;SUCURSAL EN LA COMUNA ;MINIMERCADO CON EXP.CECINAS,PROD.LACTEOS,PASTELES,EMPANADAS,PAN,MASAS DULCES HORN.FAB.AUTOR.ABARROTES,AÑIMENTOS CONG.BEBIDAS ANALCOHOLICAS,CONFITES,HELADOS,ENCURTIDOS,FRUTOS DEL PAIS,HUEVOS,FRUTAS,VERDURAS,TE Y CAFE EN TERMO SELLADOS;DEFINITIVA;03-10-2013;03-10-2014;VIGENTE;521120;ALMACENES PEQUENOS (VENTA DE ALIMENTOS);57900;PAGADO
863395;9;76411159;1;CASEUS SPA;FRANKLIN;842;LOCAL;COMERCIAL;03-10-2014;SUCURSAL EN OTRA COMUNA ;EXPENDIO DE CECINAS,PRODUCTOS LACTEOS DE FABRICAS AUT.,ABARROTES, ALIMENTOS CONGELADOS, BEBIDAS ANALCOHOLICAS DE FAB. AUT., HUEVOS.;DEFINITIVA;12-12-2014;12-12-2015;VIGENTE;512290;VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.P.;22293;GIRADO
871529;7;76411226;1;COSTA Y COSTA SPA;SERRANO;73;OFICINA;COMERCIAL;11-03-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE INFORMATICA;DEFINITIVA;18-11-2015;13-12-2015;VIGENTE;726000;EMPRESAS DE SERVICIOS INTEGRALES DE INFORMÁTICA;22293;PAGADO
867914;2;76411242;3;DIGITAL BROKERS SPA;AHUMADA;254;OFICINA;COMERCIAL;06-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ASESORAMIENTO EMPRESARIAL, SERVICIOS INTEGRALES DE INFORMATICA;DEFINITIVA;10-07-2015;09-07-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;PAGADO
862112;8;76411358;6;GROWLANDIA SHOP LIMITADA;MERCED;838;LOCAL;COMERCIAL;07-10-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE COMERCIALIZACION DE PRODUCTOS PARA EL CULTIVO AGRICOLA Y JARDINERIA;DEFINITIVA;13-10-2014;13-10-2015;VIGENTE;512130;VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRÍCOLAS;22293;GIRADO
868717;K;76411365;9;THE LOFT CHILE SPA;GAY;2506;LOCAL;COMERCIAL;17-10-2014;CASA MATRIZ ;COMERCIALIZACIÓN Y ARRIENDO DE PRDUCTOS DE ILUMINACIÓN;DEFINITIVA;12-08-2015;11-08-2016;VIGENTE;513920;VENTA AL POR MAYOR DE ARTÍCULOS ELÉCTRICOS Y ELECTRÓNICOS PARA EL HOGAR;98003;GIRADO
862543;3;76411422;1;COMERCIALIZADORA FRUTOS DEL PAIS SPA;CAMPBELL;3090;MODULO;COMERCIAL;08-10-2014;CASA MATRIZ ;MODULO CON EXP. DE BEBIDAS ANALCOHOLICAS, CONFITES ENV. DE FAB. AUTORIZADAS, EXP. FRUTOS SECOS CONFITADOS.;DEFINITIVA;04-11-2014;04-11-2015;VIGENTE;512250;VENTA AL POR MAYOR DE CONFITES;57900;PAGADO
862544;1;76411422;1;COMERCIALIZADORA FRUTOS DEL PAIS SPA;CAMPBELL;3090;MODULO;COMERCIAL;08-10-2014;SUCURSAL EN LA COMUNA ;MODULO CON EXP. DE BEBIDAS ANALCOHOLICAS, CONFITES,FRUTOS DEL PAIS ENV. DE FAB. AUTORIZADAS;DEFINITIVA;04-11-2014;04-12-2014;VIGENTE;512250;VENTA AL POR MAYOR DE CONFITES;57900;PAGADO
864503;5;76411438;8;NUEVA TIERRA PARKING EIRL;ALMIRANTE LATORRE;141;LOCAL;COMERCIAL;27-01-2015;CASA MATRIZ ;ESTACIONAMIENTO PRIVADO Y LAVADO DE AUTOS;DEFINITIVA;06-02-2015;06-02-2016;VIGENTE;630320;ESTACIONAMIENTO DE VEHÍCULOS Y PARQUÍMETROS;69046;PAGADO
871547;5;76411459;0;IMPORTADORA Y COMERCIALIZADORA JUAN ENRIQUE ORELLANA OPAZO E.I.R.L;SAZIE;2930;LOCAL;COMERCIAL;12-11-2015;SUCURSAL EN OTRA COMUNA ;VENTA DE SEMILLAS, ABONOS Y ACCESORIOS;PROVISORIA;19-11-2015;19-05-2016;VIGENTE;523999;VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C.P.;63473;GIRADO
862310;4;76411477;9;COMERCIAL DON JORGE LIMITADA;ALAMEDA L. BERNARDO OHIGGINS;2995;LOCAL;COMERCIAL;09-10-2014;CASA MATRIZ ;VENTA DE PRENDAS DE VESTIR Y PARA EL HOGAR;DEFINITIVA;22-10-2014;22-10-2015;VIGENTE;523220;VENTA AL POR MENOR DE PRENDAS DE VESTIR EN GENERAL, INCLUYE ACCESORIOS;72839;PAGADO
864583;3;76411484;1;TRENDING PRODUCCIONES Y COMUNICACIONES LIMITADA;NUEVA YORK;53;OFICINA;COMERCIAL;09-10-2014;CASA MATRIZ ;OFICINA DE SERVICIOS PERIODISTICOS;DEFINITIVA;11-02-2015;11-02-2016;VIGENTE;922002;SERVICIOS PERIODÍSTICOS PRESTADO POR PROFESIONALES;22293;PAGADO
869823;6;76411570;8;ALMACRUZ  S.A.;SAN ANTONIO;65;OFICINA;COMERCIAL;06-12-2005;CASA MATRIZ ;ASESORIAS Y EJECUCION EN PLANES DE MARKETING Y PUBLICIDAD;DEFINITIVA;24-09-2015;23-09-2016;VIGENTE;743001;EMPRESAS DE PUBLICIDAD;22293;PAGADO
864613;9;76411572;4;EMPRENDER CAPITAL SERVICIOS DE COBRANZA SPA;MERCED;480;OFICINA;COMERCIAL;01-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SERVICIOS DE COBRANZA;DEFINITIVA;11-02-2015;11-02-2016;VIGENTE;749911;SERVICIOS DE COBRANZA DE CUENTAS;22293;PAGADO
870249;7;76411577;5;MONICA DEL PILAR FLORES O INVERSIONES EIRL;DOCTOR SOTERO DEL RIO;326;OFICINA;COMERCIAL;10-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA SOCIEDAD DE INVERSIONES;PROVISORIA;07-10-2015;06-10-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;69046;GIRADO
863559;5;76411656;9;BEST NUTRITION SPA;AHUMADA;254;LOCAL;COMERCIAL;10-10-2014;CASA MATRIZ ;EXPENDIO DE SUPLEMENTOS ALIMENTARIOS ENVASADOS DE FABRICAS AUTORIZADAS Y OFICINA ADMINISTRATIVA;DEFINITIVA;18-12-2014;18-12-2015;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;69046;PAGADO
863246;4;76411703;4;ABCD CONSULTORA EDUCACIONAL DE RESPONSABILIDAD LTD;AGUSTINAS;1442;OFICINA;COMERCIAL;13-10-2014;CASA MATRIZ ;OFICINA DE CONSULTORIAS Y ASESORIAS TECNICA EDUCACIONAL EN MODELOS DE CALIDAD EDUCACIONAL;DEFINITIVA;04-12-2014;04-12-2015;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;69046;GIRADO
862812;2;76411738;7;ABACOP PROPIEDADES SPA;COMPAÑIA;1390;OFICINA;COMERCIAL;13-10-2014;CASA MATRIZ ;OFICINA DE CORRETAJE DE PROPIEDADES;DEFINITIVA;17-11-2014;17-11-2015;VIGENTE;671290;OTROS SERVICIOS DE CORRETAJE;69046;GIRADO
864231;1;76411764;6;GESTION INMOBILIARIA DRRI SPA;SANTO DOMINGO;1160;OFICINA;COMERCIAL;21-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE COMPRA, VENTA Y ALQUILERARRENDAMIENTO, CORRETAJE Y ADMINISTRACION DE BIENES MUEBLE E INMUEBLES;DEFINITIVA;27-01-2015;27-01-2016;VIGENTE;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;69046;PAGADO
862780;0;76411775;1;INVERSIONES FMA LTDA.;AVENIDA ALMIRANTE BLANCO ENCALADA;2545;MODULO;COMERCIAL;14-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSIONES;DEFINITIVA;14-11-2014;14-11-2015;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;73955;PAGADO
867195;8;76411781;6;INVERSIONES GLOBAL TRADE LIMITADA;ALAMEDA L. BERNARDO OHIGGINS;142;LOCAL;COMERCIAL;10-10-2014;CASA MATRIZ ;VENTA DE ARTICULOS MUSICALES Y AUDIO PROFESIONAL;DEFINITIVA;10-06-2015;09-06-2016;VIGENTE;523340;VENTA AL POR MENOR DE INSTRUMENTOS MUSICALES (CASA DE MÚSICA);54184;PAGADO
862776;2;76411785;9;INVERSIONES TRAPANANDA LTDA.;AVENIDA ALMIRANTE BLANCO ENCALADA;2545;MODULO;COMERCIAL;14-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSIONES;DEFINITIVA;14-11-2014;14-11-2015;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;56171;PAGADO
851738;K;76412030;2;VERA CEPEDA Y COMPAIA;MONEDA;1554;LOCAL;COMERCIAL;12-05-2011;CASA MATRIZ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSIONES;DEFINITIVA;08-04-2013;08-04-2014;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;162243;PAGADO
869443;5;76412042;6;SOCIEDAD DE INVERSIONES C & R LIMITADA;HUERFANOS;1373;OFICINA;COMERCIAL;16-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;DEFINITIVA;08-09-2015;07-09-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;2817580;PAGADO
851736;3;76412070;1;MADRID COTAPOS Y COMPAÑÍA LIMITADA;MONEDA;1554;OFICINA;COMERCIAL;06-12-2005;CASA MATRIZ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSIONES;DEFINITIVA;08-04-2013;08-04-2014;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;80038;PAGADO
