id;EDAD;NIVEL EDUCACIONAL;ACTIVIDAD;RENTA FIJA;LIMITE MAXIMO CREDITO;DEUDA ACTUAL;PORCENTAJE DE USO DEL CREDITO;NUMERO DE COMPRAS EN MES ACTUAL (T);NUMERO DE COMPRAS EN MES T-1;NUMERO DE COMPRAS EN MES T-2;NUMERO DE COMPRAS EN MES T-3;ESTADO ACTUAL;CANTIDAD HISTORICA DE ATRASOS EN PAGO DE CUENTAS;COMPRA
2287;40;EDUC. UNIVERSITARIA;DEPENDIENTE;3338672;301500;120341;39.9;1;5;9;9;SIN DEUDA;16;NO
2288;51;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;257017;85.2;1;1;1;6;SIN DEUDA;3;SI
2289;37;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;155194;51.5;3;3;3;5;SIN DEUDA;12;NO
2290;55;EDUC. TECNICA;DEPENDIENTE;3512183;301500;0;0.0;4;9;1;1;SIN DEUDA;2;SI
2291;35;EDUC. UNIVERSITARIA;DEPENDIENTE;542700;301500;0;0.0;2;7;9;10;SIN DEUDA;22;NO
2292;33;EDUC. TECNICA;DEPENDIENTE;1356750;301500;0;0.0;7;2;4;3;DEUDA DE 2 MESES;9;NO
2293;34;EDUC. UNIVERSITARIA;DEPENDIENTE;2000904;301500;4770;1.6;10;1;1;5;DEUDA DE 2 MESES;2;NO
2294;59;EDUC. UNIVERSITARIA;DEPENDIENTE;906508;301500;0;0.0;10;7;10;8;SIN DEUDA;3;SI
2295;40;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;301500;0;0.0;7;2;4;7;SIN DEUDA;1;SI
2296;55;EDUC. UNIVERSITARIA;EMPRESARIO;6783750;301500;18259;6.1;2;4;2;1;SIN DEUDA;1;SI
2297;61;EDUC. UNIVERSITARIA;DEPENDIENTE;1628100;301500;86108;28.6;2;9;0;7;SIN DEUDA;23;SI
2298;38;EDUC. UNIVERSITARIA;DEPENDIENTE;6351028;301500;0;0.0;6;6;5;1;SIN DEUDA;14;SI
2299;77;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;0;7;0;6;SIN DEUDA;2;NO
2300;22;EDUC. TECNICA;DEPENDIENTE;904500;363995;363995;100.0;0;1;10;4;DEUDA DE 1 MES;19;NO
2301;36;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;6;3;6;2;DEUDA DE 2 MESES;24;SI
2302;49;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;2;5;7;8;SIN DEUDA;14;NO
2303;52;EDUC. UNIVERSITARIA;DEPENDIENTE;2623050;1107470;1107470;100.0;9;5;0;5;SIN DEUDA;23;SI
2304;35;EDUC. TECNICA;DEPENDIENTE;606015;301500;0;0.0;5;9;9;3;DEUDA DE 2 MESES;4;SI
2305;44;EDUC. TECNICA;DEPENDIENTE;606015;720627;720627;100.0;3;1;5;10;SIN DEUDA;2;SI
2306;57;EDUC. UNIVERSITARIA;DEPENDIENTE;2623050;301500;0;0.0;5;5;7;8;SIN DEUDA;23;NO
2307;30;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;301500;0;0.0;9;0;4;9;SIN DEUDA;19;NO
2308;26;EDUC. TECNICA;DEPENDIENTE;1356750;419314;419314;100.0;1;0;4;6;SIN DEUDA;19;SI
2309;51;EDUC. UNIVERSITARIA;DEPENDIENTE;6624305;301500;0;0.0;5;1;5;3;SIN DEUDA;1;SI
2310;34;EDUC. UNIVERSITARIA;DEPENDIENTE;1157760;301500;32984;10.9;3;9;2;9;SIN DEUDA;10;SI
2311;62;EDUC. TECNICA;DEPENDIENTE;1356750;301500;0;0.0;0;7;5;7;SIN DEUDA;2;NO
2312;31;EDUC. UNIVERSITARIA;DEPENDIENTE;906508;301500;278031;92.2;4;5;0;7;SIN DEUDA;4;NO
2313;25;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;1692898;1692898;100.0;5;1;4;0;SIN DEUDA;5;SI
2314;37;EDUC. TECNICA;EMPRESARIO;904500;301500;138678;46.0;7;2;0;3;SIN DEUDA;5;NO
2315;28;EDUC. UNIVERSITARIA;DEPENDIENTE;1610010;394458;394458;100.0;2;7;8;3;DEUDA DE 1 MES;4;NO
2316;42;EDUC. UNIVERSITARIA;DEPENDIENTE;913545;301500;0;0.0;1;0;3;3;SIN DEUDA;18;NO
2317;66;EDUC. TECNICA;DEPENDIENTE;524610;301500;0;0.0;5;1;10;8;SIN DEUDA;11;SI
2318;39;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;0;7;10;6;SIN DEUDA;2;NO
2319;39;EDUC. TECNICA;DEPENDIENTE;795960;301500;0;0.0;9;0;3;8;SIN DEUDA;1;NO
2320;29;EDUC. UNIVERSITARIA;DEPENDIENTE;1917540;301500;0;0.0;10;6;2;2;SIN DEUDA;22;NO
2321;31;EDUC. TECNICA;DEPENDIENTE;1810004;301500;0;0.0;2;7;4;3;SIN DEUDA;6;SI
2322;47;EDUC. UNIVERSITARIA;EMPRESARIO;1809000;301500;0;0.0;8;4;4;1;SIN DEUDA;17;NO
2323;34;EDUC. UNIVERSITARIA;DEPENDIENTE;3165750;301500;157;0.1;0;7;9;5;DEUDA DE 2 MESES;2;NO
2324;48;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;5427000;301500;18;0.0;8;9;7;6;SIN DEUDA;10;NO
2325;48;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;159391;52.9;7;1;1;8;DEUDA DE 1 MES;20;SI
2326;56;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;0;0.0;4;2;2;8;SIN DEUDA;1;SI
2327;21;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;301500;0;0.0;8;8;2;3;SIN DEUDA;12;SI
2328;52;EDUC. TECNICA;EMPRESARIO;1356750;301500;123452;40.9;5;3;2;0;SIN DEUDA;21;NO
2329;55;EDUC. UNIVERSITARIA;DEPENDIENTE;4830030;301500;0;0.0;5;9;5;6;SIN DEUDA;5;SI
2330;29;EDUC. MEDIA;DEPENDIENTE;1356750;301500;0;0.0;0;5;7;5;SIN DEUDA;25;NO
2331;60;EDUC. UNIVERSITARIA;DEPENDIENTE;2713500;301500;0;0.0;5;9;9;8;SIN DEUDA;15;NO
2332;37;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;8;7;6;4;SIN DEUDA;19;SI
2333;39;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;1;2;5;8;SIN DEUDA;12;NO
2334;42;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;0;0.0;10;2;2;0;SIN DEUDA;16;NO
2335;44;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;0;4;4;2;DEUDA DE 1 MES;17;SI
2336;41;EDUC. TECNICA;DEPENDIENTE;542700;301500;0;0.0;5;7;9;9;SIN DEUDA;5;NO
2337;27;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;0;2;3;9;DEUDA DE 2 MESES;24;SI
2338;75;EDUC. UNIVERSITARIA;DEPENDIENTE;1067310;301500;0;0.0;0;4;2;2;SIN DEUDA;8;SI
2339;69;EDUC. UNIVERSITARIA;DEPENDIENTE;3699405;301500;0;0.0;10;1;3;1;SIN DEUDA;0;SI
2340;50;EDUC. TECNICA;DEPENDIENTE;2261250;301500;24;0.0;7;9;4;8;DEUDA DE 2 MESES;14;SI
2341;49;EDUC. TECNICA;DEPENDIENTE;904500;1130155;1130155;100.0;1;3;9;6;SIN DEUDA;19;SI
2342;65;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;0;0.0;1;9;5;4;SIN DEUDA;13;NO
2343;39;EDUC. TECNICA;DEPENDIENTE;1628100;301500;0;0.0;10;2;2;1;SIN DEUDA;21;NO
2344;50;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;0;8;9;8;SIN DEUDA;15;SI
2345;51;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;24;0.0;2;8;8;9;SIN DEUDA;11;NO
2346;39;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;2407978;301500;0;0.0;1;6;7;6;SIN DEUDA;22;SI
2347;27;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;88315;29.3;10;1;5;5;SIN DEUDA;17;SI
2348;43;EDUC. UNIVERSITARIA;DEPENDIENTE;922590;301500;0;0.0;7;0;4;9;DEUDA DE 1 MES;1;SI
2349;50;EDUC. TECNICA;DEPENDIENTE;3274290;573628;573628;100.0;5;7;9;2;SIN DEUDA;18;NO
2350;45;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;6;10;5;4;SIN DEUDA;25;NO
2351;53;ESTUDIANTE UNIVERSITARIO;EMPRESARIO;1241879;575389;575389;100.0;2;4;6;4;DEUDA DE 2 MESES;17;NO
2352;43;EDUC. UNIVERSITARIA;ESTUDIANTE;1274848;301500;0;0.0;0;9;4;10;SIN DEUDA;16;NO
2353;44;EDUC. UNIVERSITARIA;DEPENDIENTE;1423647;301500;0;0.0;1;10;9;10;SIN DEUDA;13;SI
2354;43;EDUC. TECNICA;DEPENDIENTE;1402979;301500;0;0.0;6;3;5;5;SIN DEUDA;24;SI
2355;62;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;10;6;10;6;SIN DEUDA;19;SI
2356;70;EDUC. TECNICA;DEPENDIENTE;1809000;301500;52841;17.5;4;8;10;7;SIN DEUDA;16;NO
2357;76;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;2;3;10;8;SIN DEUDA;8;NO
2358;27;EDUC. UNIVERSITARIA;DEPENDIENTE;2262254;301500;0;0.0;0;3;9;10;DEUDA DE 2 MESES;25;SI
2359;37;EDUC. TECNICA;DEPENDIENTE;3618000;301500;30711;10.2;8;3;6;9;SIN DEUDA;5;SI
2360;47;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;2532600;301500;0;0.0;9;0;9;6;SIN DEUDA;24;SI
2361;29;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;122819;40.7;7;9;9;2;DEUDA DE 2 MESES;20;SI
2362;32;EDUC. UNIVERSITARIA;DEPENDIENTE;2418769;301500;0;0.0;9;4;3;2;SIN DEUDA;23;SI
2363;39;EDUC. TECNICA;DEPENDIENTE;976860;301500;0;0.0;10;0;8;9;SIN DEUDA;10;SI
2364;36;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;230955;76.6;6;5;8;3;SIN DEUDA;14;NO
2365;63;EDUC. MEDIA;DEPENDIENTE;1049220;301500;0;0.0;4;10;6;0;SIN DEUDA;23;SI
2366;26;EDUC. UNIVERSITARIA;DEPENDIENTE;2487375;301500;151220;50.2;4;7;2;5;DEUDA DE 2 MESES;5;SI
2367;34;EDUC. UNIVERSITARIA;DEPENDIENTE;4522500;301500;645;0.2;8;8;9;3;SIN DEUDA;22;SI
2368;42;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1130625;301500;1278;0.4;9;2;2;10;SIN DEUDA;22;NO
2369;24;EDUC. UNIVERSITARIA;ESTUDIANTE;596970;565813;565813;100.0;9;8;1;10;SIN DEUDA;16;SI
2370;61;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;103360;34.3;4;0;4;10;SIN DEUDA;9;NO
2371;27;EDUC. UNIVERSITARIA;DEPENDIENTE;2000904;301500;301500;100.0;8;8;9;4;SIN DEUDA;23;NO
2372;30;EDUC. TECNICA;EMPRESARIO;2232396;301500;0;0.0;6;3;8;9;DEUDA DE 1 MES;19;NO
2373;37;EDUC. UNIVERSITARIA;DEPENDIENTE;1810004;2918381;2918381;100.0;8;8;9;3;SIN DEUDA;10;NO
2374;60;EDUC. TECNICA;DEPENDIENTE;1901756;301500;0;0.0;9;9;10;6;SIN DEUDA;15;SI
2375;37;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;2;4;8;7;DEUDA DE 1 MES;16;NO
2376;51;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;7;10;0;1;DEUDA DE 1 MES;13;SI
2377;51;EDUC. TECNICA;DEPENDIENTE;2713500;301500;0;0.0;9;0;2;2;SIN DEUDA;7;SI
2378;25;EDUC. UNIVERSITARIA;DEPENDIENTE;949725;301500;0;0.0;8;0;1;0;SIN DEUDA;8;SI
2379;49;EDUC. UNIVERSITARIA;EMPRESARIO;1356750;301500;301500;100.0;1;3;8;5;SIN DEUDA;19;NO
2380;48;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1582875;301500;0;0.0;4;4;3;7;SIN DEUDA;3;NO
2381;26;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;778;0.3;4;9;1;6;SIN DEUDA;13;SI
2382;55;EDUC. UNIVERSITARIA;DEPENDIENTE;3115885;301500;0;0.0;2;10;5;1;SIN DEUDA;0;SI
2383;62;EDUC. UNIVERSITARIA;EMPRESARIO;1628100;301500;80742;26.8;9;9;8;1;DEUDA DE 1 MES;23;NO
2384;30;EDUC. UNIVERSITARIA;DEPENDIENTE;2262254;301500;0;0.0;1;7;8;3;SIN DEUDA;13;SI
2385;72;EDUC. UNIVERSITARIA;DEPENDIENTE;2713500;301500;0;0.0;4;5;1;1;DEUDA DE 1 MES;13;SI
2386;66;EDUC. UNIVERSITARIA;DEPENDIENTE;551745;301500;0;0.0;3;3;4;7;SIN DEUDA;9;NO
2387;33;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;5;5;3;7;DEUDA DE 1 MES;4;NO
2388;78;EDUC. UNIVERSITARIA;DEPENDIENTE;524610;301500;0;0.0;0;0;0;1;DEUDA DE 1 MES;2;SI
2389;54;EDUC. TECNICA;DEPENDIENTE;1420065;301500;0;0.0;2;5;10;8;SIN DEUDA;17;SI
2390;37;EDUC. UNIVERSITARIA;DEPENDIENTE;633150;301500;24289;8.1;2;6;4;4;DEUDA DE 1 MES;23;SI
2391;44;EDUC. UNIVERSITARIA;DEPENDIENTE;1673325;301500;119328;39.6;1;5;10;8;DEUDA DE 2 MESES;17;NO
2392;74;EDUC. UNIVERSITARIA;DEPENDIENTE;3618000;301500;0;0.0;1;8;0;5;SIN DEUDA;9;SI
2393;34;EDUC. TECNICA;DEPENDIENTE;1040175;301500;0;0.0;3;9;2;1;DEUDA DE 1 MES;22;SI
2394;64;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1356750;301500;12;0.0;3;2;10;6;SIN DEUDA;25;NO
2395;26;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;0;0.0;5;2;10;0;SIN DEUDA;7;NO
2396;45;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;7;6;9;7;DEUDA DE 1 MES;17;SI
2397;50;EDUC. TECNICA;DEPENDIENTE;928849;6903663;6903663;100.0;0;8;8;7;SIN DEUDA;13;SI
2398;27;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;4;10;10;0;SIN DEUDA;5;NO
2399;43;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;0;10;5;5;SIN DEUDA;13;SI
2400;72;EDUC. TECNICA;DEPENDIENTE;814050;301500;0;0.0;6;4;1;7;SIN DEUDA;23;NO
2401;35;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;750735;301500;0;0.0;1;8;1;5;SIN DEUDA;1;NO
2402;24;EDUC. UNIVERSITARIA;ESTUDIANTE;723600;455868;455868;100.0;7;8;10;0;SIN DEUDA;9;SI
2403;54;EDUC. TECNICA;DEPENDIENTE;1058265;301500;0;0.0;5;4;10;0;DEUDA DE 2 MESES;4;SI
2404;35;EDUC. UNIVERSITARIA;EMPRESARIO;2713500;301500;0;0.0;4;9;5;7;SIN DEUDA;15;NO
2405;38;EDUC. UNIVERSITARIA;DEPENDIENTE;1267304;426327;426327;100.0;7;3;4;7;SIN DEUDA;24;NO
2406;35;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1818045;301500;14960;5.0;9;6;0;8;SIN DEUDA;3;SI
2407;29;EDUC. UNIVERSITARIA;ESTUDIANTE;596970;301500;0;0.0;1;0;8;4;SIN DEUDA;2;SI
2408;43;EDUC. UNIVERSITARIA;EMPRESARIO;1670612;301500;0;0.0;1;8;1;4;SIN DEUDA;19;NO
2409;46;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;139836;46.4;10;5;6;10;SIN DEUDA;19;NO
2410;48;EDUC. UNIVERSITARIA;DEPENDIENTE;1121580;301500;213432;70.8;1;1;7;0;DEUDA DE 1 MES;24;NO
2411;36;EDUC. UNIVERSITARIA;DEPENDIENTE;1356524;301500;0;0.0;7;8;2;1;SIN DEUDA;3;NO
2412;60;EDUC. UNIVERSITARIA;DEPENDIENTE;524610;301500;0;0.0;4;9;10;0;SIN DEUDA;6;NO
2413;35;EDUC. UNIVERSITARIA;DEPENDIENTE;943104;301500;272411;90.4;8;2;6;4;SIN DEUDA;23;SI
2414;30;EDUC. TECNICA;DEPENDIENTE;1781865;301500;155375;51.5;3;4;8;7;SIN DEUDA;3;SI
2415;42;EDUC. UNIVERSITARIA;DEPENDIENTE;1230120;301500;178796;59.3;10;5;7;1;SIN DEUDA;22;SI
2416;65;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;301500;100.0;7;10;8;2;DEUDA DE 2 MESES;7;NO
2417;26;EDUC. UNIVERSITARIA;DEPENDIENTE;1085400;301500;12;0.0;7;6;6;10;SIN DEUDA;3;SI
2418;59;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;451424;451424;100.0;7;5;2;9;SIN DEUDA;6;NO
2419;41;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;1691095;1691095;100.0;5;0;8;7;SIN DEUDA;24;NO
2420;24;EDUC. TECNICA;DEPENDIENTE;2080350;301500;0;0.0;4;3;3;1;SIN DEUDA;19;NO
2421;56;EDUC. TECNICA;DEPENDIENTE;4432050;301500;0;0.0;3;4;9;2;SIN DEUDA;12;SI
2422;27;EDUC. UNIVERSITARIA;DEPENDIENTE;2004423;301500;0;0.0;10;8;7;0;SIN DEUDA;23;NO
2423;42;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;2;4;7;2;SIN DEUDA;24;SI
2424;41;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;606015;301500;71244;23.6;8;7;8;1;SIN DEUDA;19;NO
2425;28;EDUC. UNIVERSITARIA;ESTUDIANTE;2306475;301500;0;0.0;2;9;9;5;SIN DEUDA;24;NO
2426;77;EDUC. TECNICA;EMPRESARIO;416070;301500;45225;15.0;1;4;0;2;SIN DEUDA;11;NO
2427;52;EDUC. UNIVERSITARIA;DEPENDIENTE;1443492;301500;0;0.0;4;6;6;6;DEUDA DE 2 MESES;17;SI
2428;45;EDUC. UNIVERSITARIA;DEPENDIENTE;3563730;498542;498542;100.0;6;7;4;8;SIN DEUDA;12;SI
2429;52;EDUC. TECNICA;DEPENDIENTE;2261250;648918;648918;100.0;5;10;5;4;SIN DEUDA;17;SI
2430;50;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;0;0.0;8;8;5;3;SIN DEUDA;24;SI
2431;38;EDUC. UNIVERSITARIA;EMPRESARIO;2261250;301500;0;0.0;7;8;0;7;SIN DEUDA;3;NO
2432;36;EDUC. UNIVERSITARIA;DEPENDIENTE;1655235;301500;0;0.0;1;8;9;2;SIN DEUDA;16;NO
2433;37;EDUC. UNIVERSITARIA;DEPENDIENTE;859275;301500;0;0.0;3;8;7;2;SIN DEUDA;10;SI
2434;29;EDUC. TECNICA;DEPENDIENTE;1085400;301500;301500;100.0;2;3;4;0;SIN DEUDA;17;NO
2435;28;EDUC. UNIVERSITARIA;DEPENDIENTE;1758791;734822;734822;100.0;7;2;5;1;SIN DEUDA;12;SI
2436;33;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;1;9;4;5;SIN DEUDA;5;SI
2437;44;EDUC. UNIVERSITARIA;DEPENDIENTE;750735;301500;170788;56.6;5;6;2;0;DEUDA DE 1 MES;17;SI
2438;56;EDUC. UNIVERSITARIA;DEPENDIENTE;1564785;301500;0;0.0;9;6;9;9;SIN DEUDA;0;NO
2439;24;EDUC. UNIVERSITARIA;DEPENDIENTE;1537650;606932;606932;100.0;5;0;3;8;SIN DEUDA;18;NO
2440;68;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;2261250;301500;0;0.0;7;8;4;7;SIN DEUDA;11;NO
2441;27;ESTUDIANTE UNIVERSITARIO;ESTUDIANTE;1781865;301500;53884;17.9;3;3;10;4;SIN DEUDA;23;NO
2442;27;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;0;0.0;1;2;5;10;SIN DEUDA;5;SI
2443;74;EDUC. UNIVERSITARIA;EMPRESARIO;750735;301500;0;0.0;7;4;9;9;SIN DEUDA;18;SI
2444;74;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;841185;301500;0;0.0;6;1;2;8;SIN DEUDA;11;NO
2445;28;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;173019;57.4;5;7;5;5;SIN DEUDA;19;SI
2446;39;EDUC. TECNICA;DEPENDIENTE;2984850;301500;0;0.0;2;4;5;7;SIN DEUDA;1;NO
2447;62;EDUC. TECNICA;DEPENDIENTE;2001810;301500;0;0.0;5;8;6;1;SIN DEUDA;12;SI
2448;71;EDUC. UNIVERSITARIA;DEPENDIENTE;4522500;301500;0;0.0;6;9;8;4;DEUDA DE 1 MES;17;NO
2449;58;EDUC. TECNICA;DEPENDIENTE;750735;301500;0;0.0;4;1;10;7;DEUDA DE 1 MES;14;SI
2450;41;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;9;3;4;4;SIN DEUDA;1;SI
2451;26;EDUC. TECNICA;DEPENDIENTE;904500;1899794;1899794;100.0;9;9;1;9;DEUDA DE 2 MESES;23;NO
2452;41;EDUC. UNIVERSITARIA;DEPENDIENTE;2713500;301500;0;0.0;8;2;3;9;SIN DEUDA;5;SI
2453;68;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;55633;18.5;9;1;3;2;SIN DEUDA;10;NO
2454;49;EDUC. UNIVERSITARIA;DEPENDIENTE;615060;301500;0;0.0;0;9;2;4;SIN DEUDA;20;NO
2455;69;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;3111;1.0;8;1;9;9;SIN DEUDA;18;SI
2456;29;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1414728;1467262;1467262;100.0;0;3;3;3;SIN DEUDA;15;SI
2457;79;EDUC. UNIVERSITARIA;DEPENDIENTE;524610;301500;0;0.0;9;1;4;6;SIN DEUDA;8;SI
2458;40;EDUC. UNIVERSITARIA;DEPENDIENTE;1103490;301500;0;0.0;2;2;7;3;SIN DEUDA;8;SI
2459;24;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1335024;301500;0;0.0;6;6;8;2;SIN DEUDA;22;NO
2460;39;EDUC. UNIVERSITARIA;DEPENDIENTE;5020979;301500;0;0.0;8;0;1;3;SIN DEUDA;13;NO
2461;58;EDUC. TECNICA;EMPRESARIO;904500;301500;0;0.0;9;7;7;1;DEUDA DE 2 MESES;18;NO
2462;26;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;0;2;10;2;SIN DEUDA;0;SI
2463;36;EDUC. TECNICA;DEPENDIENTE;1591875;301500;0;0.0;7;1;2;7;SIN DEUDA;25;NO
2464;66;EDUC. TECNICA;DEPENDIENTE;1559684;301500;36415;12.1;7;8;1;9;SIN DEUDA;25;NO
2465;56;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1356750;464105;464105;100.0;9;10;3;6;SIN DEUDA;14;NO
2466;25;EDUC. TECNICA;ESTUDIANTE;904500;301500;0;0.0;8;5;6;8;SIN DEUDA;21;NO
2467;28;EDUC. UNIVERSITARIA;DEPENDIENTE;1630388;301500;0;0.0;6;3;6;2;SIN DEUDA;15;SI
2468;51;EDUC. UNIVERSITARIA;DEPENDIENTE;9046004;301500;142833;47.4;1;3;8;1;SIN DEUDA;17;NO
2469;46;EDUC. UNIVERSITARIA;DEPENDIENTE;2654310;301500;222236;73.7;6;1;7;6;SIN DEUDA;0;NO
2470;24;EDUC. TECNICA;DEPENDIENTE;1460948;301500;0;0.0;9;0;3;7;SIN DEUDA;18;NO
2471;24;EDUC. UNIVERSITARIA;DEPENDIENTE;3591335;301500;0;0.0;9;1;0;2;SIN DEUDA;3;NO
2472;65;EDUC. MEDIA;EMPRESARIO;5635035;301500;72402;24.0;0;10;8;2;DEUDA DE 2 MESES;9;NO
2473;59;EDUC. UNIVERSITARIA;DEPENDIENTE;4071254;301500;0;0.0;2;2;7;9;DEUDA DE 2 MESES;21;NO
2474;53;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1049220;4696013;4696013;100.0;9;2;0;10;SIN DEUDA;3;NO
2475;22;EDUC. UNIVERSITARIA;ESTUDIANTE;596970;301500;0;0.0;3;5;3;8;SIN DEUDA;15;NO
2476;30;EDUC. TECNICA;DEPENDIENTE;904500;301500;35577;11.8;3;7;1;0;DEUDA DE 2 MESES;2;NO
2477;30;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;8;7;0;0;DEUDA DE 1 MES;5;SI
2478;34;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;7;9;3;1;DEUDA DE 2 MESES;1;NO
2479;73;EDUC. UNIVERSITARIA;DEPENDIENTE;587925;301500;0;0.0;6;7;2;2;SIN DEUDA;25;SI
2480;55;EDUC. TECNICA;DEPENDIENTE;3618000;301500;83564;27.7;3;2;8;3;SIN DEUDA;20;SI
2481;26;EDUC. TECNICA;DEPENDIENTE;1356750;301500;0;0.0;2;4;4;8;SIN DEUDA;11;NO
2482;53;EDUC. TECNICA;DEPENDIENTE;1356750;1340107;1340107;100.0;2;8;4;5;SIN DEUDA;14;NO
2483;38;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;0;0.0;0;9;10;3;SIN DEUDA;3;SI
2484;53;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;48632;16.1;8;10;1;9;SIN DEUDA;14;SI
2485;38;EDUC. UNIVERSITARIA;DEPENDIENTE;3764791;301500;0;0.0;5;4;3;5;SIN DEUDA;20;NO
2486;49;EDUC. UNIVERSITARIA;EMPRESARIO;3618000;301500;0;0.0;7;3;3;7;DEUDA DE 2 MESES;8;SI
2487;40;EDUC. UNIVERSITARIA;DEPENDIENTE;750735;301500;27551;9.1;6;0;5;9;SIN DEUDA;18;NO
2488;73;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;10;1;7;4;SIN DEUDA;5;NO
2489;46;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;69713;23.1;9;4;7;0;DEUDA DE 1 MES;25;SI
2490;48;EDUC. UNIVERSITARIA;DEPENDIENTE;944054;2460415;2460415;100.0;7;6;4;8;SIN DEUDA;16;NO
2491;55;EDUC. UNIVERSITARIA;DEPENDIENTE;723600;301500;0;0.0;4;4;1;4;SIN DEUDA;0;NO
2492;87;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;200965;65.7;4;5;6;5;SIN DEUDA;13;SI
2493;53;EDUC. TECNICA;DEPENDIENTE;4071254;301500;0;0.0;4;10;0;10;DEUDA DE 2 MESES;13;SI
2494;56;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;40371;13.4;3;7;10;10;SIN DEUDA;16;SI
